tweet_links,created_at,usernames,full_text,language,reply,retweet,like,view
https://twitter.com/LaAgendaSetting/status/1720253430281728480,2023-11-03 01:35:53,LaAgendaSetting," Decenas de muertos por nuevo #bombardeo #Israelí en campo de refugiados en #Palestina - #Israel 

Más info
https://agendasettingdiario.com/news/decenas-muertos-nuevo-bombardeo-israeli-campo… / ",es,0,0,1,9 tayangan. Lihat analitik postingan
https://twitter.com/Nabilaainiorang/status/1720253429896159531,2023-11-03 01:35:53,Nabilaainiorang,"Dek kita harus tos  aku yg biasa setiap hari minum mil*, berhenti total. Biarin tubuh aku makin kecil, setidak ny aku gk ikut nyumbang receh yg bisa memutus masa depan palestina 
I You We stan with Palestine ",in,0,0,0,6 tayangan. Lihat analitik postingan
https://twitter.com/teteuzinho13_/status/1720253418202132975,2023-11-03 01:35:50,teteuzinho13_,"Nossa, SIM!!! E ela nunca fez nunca apoiou nada que fosse a Palestina, inclusive já se posicionou outras vezes sobre isso. A carta que ela assinou não tinha NADA contra palestinos, inclusive citava o terror que eles vem vivendo",pt,2,0,1,3 tayangan. Lihat analitik postingan
https://twitter.com/xixa_notxixa/status/1720253414423081370,2023-11-03 01:35:49,xixa_notxixa,"Ore je ti palestina, indigjene dhe e kolonizume, viktime gjenocidi, jo serbi. se ju ka verbu syte islamofobia",sl,1,0,0,5 tayangan. Lihat analitik postingan
https://twitter.com/BertozziElaine/status/1720253413215150543,2023-11-03 01:35:49,BertozziElaine,"Papinho furado para posar de bonzinho. Esta de Jerusalém ser a capital é arapuca. Hamas tem que ser eliminado (sem isso, sem conversa) e a negociação tem que ser com a autoridade palestina (que é fraca). Sem terroristas por lá, simples assim!",pt,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/GilsonL21230981/status/1720253410719490422,2023-11-03 01:35:48,GilsonL21230981,Teoria de conspiração tirada diretamente do rabo kkkkkk.palestina já depende de.israel anta,pt,0,0,3,25 tayangan. Lihat analitik postingan
https://twitter.com/freddie_sampaio/status/1720253410534928725,2023-11-03 01:35:48,freddie_sampaio,ela tá fazendo posicionamentos sobre a guerra Israel e Palestina de uma forma muito controversa e coitadista,pt,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/cut_aidafadilah/status/1720253402083701190,2023-11-03 01:35:46,cut_aidafadilah,"Di B. Aceh Gak nanggung2 Boikot nya, kalau ada yg masuk Auto malu dgn stiker tempelan ""makan disini sama dengan menghisap darah saudara mu di Palestina""

KFC, MCD & Pizza Auto kosong pengunjung.. 

Daerah mu bagaimana...? 
Save ",in,0,1,1,9 tayangan. Lihat analitik postingan
https://twitter.com/GustavoRosesF/status/1720253383641059835,2023-11-03 01:35:42,GustavoRosesF,"Literalmente dice tierra Santa de Palestina. Y aunque diga ""Judá"" (nombre de la región de Judea) como en pleno siglo XXI tú vas a reclamar una tierra en base a mitología religiosa? Cómo es que un judío polaco está relacionado con esa tierra hoy? Si toda su ascendencia es Europea?",es,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/manuuzess/status/1720253383045534132,2023-11-03 01:35:41,manuuzess,"presenciei meus pais (que estavam tentando defender israel) levarem uma lacrada pro palestina incrível de figuras q eles respeitam e ficarem assim 

nunca fui tão feliz.",pt,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/nskylarr_/status/1720253382664098049,2023-11-03 01:35:41,nskylarr_,"lah, gmn ceritanya mau memediasi, sedangkan kita ga ada hubungan. makanya aku sepakat sm Gus Dur yg pernah bilang RI tak mungkin berperan dalam perdamaian Palestina dgn Israel jika tida memiliki hub. diplomasi dgn Israel. biar Indo punya daya tawarnya.",in,0,0,0,7 tayangan. Lihat analitik postingan
https://twitter.com/Loretitolinda/status/1720253377362153575,2023-11-03 01:35:40,Loretitolinda,"Documentos, acuerdo y correspondencias a tener en cuanta sobre la cuestión Palestina. 
 • Declaración Balfour",es,1,0,0,4 tayangan. Lihat analitik postingan
https://twitter.com/Bernvrdc/status/1720253375244095866,2023-11-03 01:35:40,Bernvrdc,simples: quem empurrou mais e mais a população palestina pra tal região?,pt,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/BenjaminPWD/status/1720253373390237792,2023-11-03 01:35:39,BenjaminPWD,"@TeamMessi ayuda a palestina.

Matan a todos",es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/juancc2390/status/1720253373218201872,2023-11-03 01:35:39,juancc2390,"Ya lo conocía y tampoco miente

En Palestina te habrían surtido a latigazos y después te lapidarían.",es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/laisbuarque_/status/1720253370886168947,2023-11-03 01:35:39,laisbuarque_,"se eu pagar, vai vir?",pt,1,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/hayaduu/status/1720253367740711383,2023-11-03 01:35:38,hayaduu,"Jujur yaa sampe ngerasa, aku tu sangatt mendukung palestina gak mandang apapun just humanity, tapi kaya sering liat temen2 seakan nyindir2 org kristen bela2 israel. Jadi kaya mau menunjukkan bela palestina tu kya udah tertuduh dulu. Cukup doain aja lah kalau gitu :(",in,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/MagnificoThor/status/1720253353848901691,2023-11-03 01:35:34,MagnificoThor,blá-blá-blá..A merda que confundem hamas com palestina de propósito,pt,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/oesierra/status/1720253350942212159,2023-11-03 01:35:34,oesierra,Jajajajaja el de una línea.... Inaceptable agresión terrorista de palestina... Jajajaja.. se le arrugaron los chiteco con baiden,es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/elcuchacho/status/1720253345535865071,2023-11-03 01:35:32,elcuchacho,"Ustedes son patéticos, qué ganas de producir cringe, a Palestina le vale un reverendo culo un concierto organizado por artistuchas en declive como ustedes.",es,0,0,1,2 tayangan. Lihat analitik postingan
https://twitter.com/CakepMahCakepAj/status/1720253336375767296,2023-11-03 01:35:30,CakepMahCakepAj,"byuh byuhh di serang ngendi ngendi wis koyo palestina ae, cuk",in,1,0,0,6 tayangan. Lihat analitik postingan
https://twitter.com/Mauro1766795974/status/1720253334966202849,2023-11-03 01:35:30,Mauro1766795974,Entonces reconocen que Hamas y Palestina son los mismo terroristas asesinos,es,0,0,0,5 tayangan. Lihat analitik postingan
https://twitter.com/Bela_AlQuds/status/1720253330537279986,2023-11-03 01:35:29,Bela_AlQuds,"  [H- 2 MENUJU AKSI AKBAR ALIANSI RAKYAT INDONESIA BELA PALESTINA] 

Mulut anak-anak Palestina masih terbungkam ulah penjajah yang memutus kontak mereka dengan dunia luar, mata anak-anak Palestina masih tertutup ulah penjajah yang menggelapkan wilayah dengan debu-debu…",in,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/laisbuarque_/status/1720253325096952238,2023-11-03 01:35:28,laisbuarque_,vem de busão,pt,0,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/SoyLaKarenina/status/1720253313382330769,2023-11-03 01:35:25,SoyLaKarenina,"Ve, Paola Ochoa resultó más especialista en el conflicto Israel-Palestina que historiadorxs, politólogxs, que Naciones Unidas… que cualquier persona de medios y de la academia.",es,0,0,0,5 tayangan. Lihat analitik postingan
https://twitter.com/TheOnzola/status/1720253303680815592,2023-11-03 01:35:23,TheOnzola,"En Ucrania hay una guerra, En Palestina un genocidio.",es,0,0,0,4 tayangan. Lihat analitik postingan
https://twitter.com/fsdfsdf42011990/status/1720253285079077375,2023-11-03 01:35:18,fsdfsdf42011990,Supongo que le habrás hablado de Palestina,es,0,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/DzulHaq5/status/1720253273452790240,2023-11-03 01:35:15,DzulHaq5,Mereka menuntut gencatan senjata segera di Jalur Gaza.. Demonstrasi di ibu kota Prancis #باريس sebagai solidaritas dengan #غزة terhadap berlanjutnya pemboman Israel yang menyebabkan kematian ribuan warga Palestina #ألبوم #حرب_غزة,in,0,0,0,17 tayangan. Lihat analitik postingan
https://twitter.com/anis_sholihudin/status/1720253269669474513,2023-11-03 01:35:14,anis_sholihudin,"Demi kemuliaan hari jum’at, selamatkan saudara2 kami di Palestina Ya Allah ",in,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/bu_trisno/status/1720253263667442012,2023-11-03 01:35:13,bu_trisno,Allah....hamba sedih  sakit hati ini melihat saudara kami didzalimi. Tapi Kami tdk akan menyerah... Semoga Allah lindungi dan kuatkan perjuangan rakyat palestina. Andaikan kiamat datang demi kemenangan palestina kami siap...,in,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/abzfix/status/1720253248417026362,2023-11-03 01:35:09,abzfix,"Semoga Allah datangkan pertolongan besar untuk rakyat Palestina di hari yg mulia ini....

#JumatMubarak",in,0,0,0,15 tayangan. Lihat analitik postingan
https://twitter.com/Kiy_Daus/status/1720253244549759202,2023-11-03 01:35:08,Kiy_Daus,"Ya emang yg blg Palestina udh merdeka siapa Njing...

Yah yahudi pesek anti NKRI pergi sono ke israel, najis bangsa ini ditinggali kayak kamu pengkhianat bangsa.",in,1,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/Nafisa08994602/status/1720253226694717661,2023-11-03 01:35:04,Nafisa08994602,"Dan kamu bilang bahwa semua nya adem ayem aja ? Apa kamu melewatkan pelajaran sejarah selama di sekolah ? Saran, balik ke sekolah lagi aja deh belajar sejarah yang bener. Israel dah melakukan invasi genosida ke Palestina dari 1948. Buka mata bro",in,1,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/Fabiano17342897/status/1720253225465422335,2023-11-03 01:35:04,Fabiano17342897,Viva a Palestina!,es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/mIodrm/status/1720253208503742527,2023-11-03 01:35:00,mIodrm,o frank ocean saindo do hiato e falando sobre a Palestina porra eu amo esse homem,pt,0,0,0,30 tayangan. Lihat analitik postingan
https://twitter.com/Marcia13118391/status/1720253207924875282,2023-11-03 01:35:00,Marcia13118391,"Hamas não fala pelos Palestinos, e sim a Autoridade Palestina. O Hamas é um grupo terrorista que se impõe pelo terror, expõe a população à fome, dor e morte  
Infelizmente arrastaram Israel para Gaza e expuseram o povo às consequências, enquanto estão bilionários no Catar.",pt,0,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/Annacartoonist/status/1720253205743899027,2023-11-03 01:34:59,Annacartoonist,"Baby!! Tengo a un amigo bien de izquierda y pro Palestina que hasta los palestinos le han cerrado puertas de empleo, solo por no ser de los Char",es,0,0,0,6 tayangan. Lihat analitik postingan
